;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-BIOEC;292;;;;3,57;Nord;C;3;;;;B;;;;;4;;C;;;;C;3;B;;B;;;4;;3,571428571;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-BIOEC;293;;;;3,67;UIB;A;5;;;;C;;;;;3;;C;;;;;3;;;B;;;4;;3,25;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-BIOEC;294;;;;4,39;Kristiania;A;5;;;;A;B;;;;4,5;;A;;;;;5;;;;;;;;4,75;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-BIOEC;295;;;;;;A;5;;;;;;A;;;5;A;;B;B;D;;3,5;;B;;C;B;3,5;;3,75;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-BIOEC;296;;;;;;B;4;;;;C;;;;;3;;A;;;;A;5;B;;C;;;3,666666667;;4,142857143;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-BIOEC;297;;;;3,64;NTNU;A;5;;;;C;;;;;3;;C;;;;B;3,333333333;A;;A;;;5;;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-BIOEC;298;;;;4,33;OsloMet;B;4;;;;B;;;;;4;;C;;;;C;3;;;;;;;;3,25;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-BIOEC;299;;;;3,99;NTNU;B;4;;;;0;;;;;;;B;;;;;4;;;B;;;4;;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-BIOEC;300;;;;;;C;3;;;;;;;;;;;A;;;;B;4,666666667;;;;;;;;4,666666667;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-BIOEC;301;;;;3,38;HINN;C;3;;;C;;;;;;3;;B;;;;;4;C;;B;;;3,333333333;;3,5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-BIOEC;302;;;;3,42;BI;B;4;;;;C;;;;;3;;A;;;;C;4,333333333;;;;;;;;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-BIOEC;303;;;;3,78;USN;A;5;;;;B;;;;0;4;;C;;;;B;3,333333333;;;;;;;;3,5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-BIOEC;304;;;;3,63;UiB;A;5;;;;0;;;;;;;C;;;;0;3;;;A;;;5;;3,666666667;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-BIOEC;305;;;;3,94;Kristiania;A;5;;;;;;;;;;;A;;;;B;4,666666667;;;B;;;4;;4,5;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-BIOEC;306;;;;3,92;Kristiania;B;4;;;;;;;;;;;A;;;;0;5;;;C;;;3;;4,333333333;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-BIOEC;307;;;;3,73;UIT;A;5;;;;C;;;;;3;;B;;;;0;4;B;;A;;;4,333333333;;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-BIOEC;308;;;;3,35;Kristiania;D;2;;;;0;;;;;;;A;;;;C;4,333333333;;;C;;;3;;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-BIOEC;309;;;;3;NTNU;C;3;;;;;;;;B;4;;A;;;;D;4;C;;B;;;3,333333333;;3,714285714;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-BIOEC;310;;;;3,58;UiB;A;5;;;;C;;;;C;3;;A;;;;;5;;;B;;;4;;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-BIOEC;311;;;;2,88;NMBU;C;3;;;;;C;;D;;2,333333333;C;A;;;;D;3,75;;;;;;;;3,142857143;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;Snittkarakter masteroppgaver;4,107142857;;;;;;;;Gjennomsnitt emner 3. semester;3,49122807;;;;;;Gjennomsnitt emner 2 semester;3,985119048;;;;;Gjennomsnitt emner 1. semester;3,941666667;Gjennomsnitt emner før masteroppgave;3,910289116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M-EI;;;;;;;;;;Semester;Høst 2024;Høst 2024;Høst 2024;Høst 2024;Høst 2024;Høst 2024;Sum høst 2024;Vår 2024;Sum vår 2024;Høst 2023;Høst 2023;Høst 2023;Høst 2023;Sum høst 2023;;Snitt 90 stp frem til masteroppgave;Karaktergivende emner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;Antallet studenter med vurdering i emnet;9;20;4;7;4;5;;4;;16;1;1;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;Studiepoeng emne;5;5;5;10;10;10;;5;;5;5;10;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Studieprogram;Studentnummer;Etternavn;Fornavn;Etternavn og fornavn;Opptakssnitt (snitt fra bachelorgrad) kjerne eller 180 stp;Studiested for bachelorgrad;Bokstavkarakter;Tallkarakter;;Emne;AOS230;AOS340;BUS211;BUS313;BUS340;INN360;;BUS311;;AOS240;BUS211;BUS313;INN340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-EI;312;;;;3,65;UiA;B;4;;;D;B;C;C;;;3;;Ikke relevant;;;;B;4;;3,375;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-EI;313;;;;3,69;NLA;B;4;;;C;A;;;;C;3,5;B;Ikke relevant;;;B;C;3,4;;3,5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-EI;314;;;;3,32;UiB;B;4;;;0;B;;;;;4;;Ikke relevant;A;;;B;4,25;;4,2;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-EI;315;;;;3;UIO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-EI;316;;;;3,17;OsloMet;C;3;;;B;C;;;;C;3,25;B;Ikke relevant;C;;;B;3,75;;3,555555556;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-EI;317;;;;3,51;OsloMet;B;4;;;;B;;;;;4;;Ikke relevant;B;;;B;4;;4;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-EI;318;;;;3,16;HiØ;B;4;;;;B;C;;C;;3,25;;Ikke relevant;B;;;B;4;;3,625;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-EI;319;;;;;;C;3;;;;C;;;;;3;;Ikke relevant;;;;;;;3;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-EI;320;;;;4,09;OsloMet;B;4;;;;C;D;;;;2,5;;Ikke relevant;B;;;A;4,75;;4;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-EI;321;;;;3,69;HK;A;5;;;;A;;C;;;3,666666667;;Ikke relevant;B;;;B;4;;3,857142857;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-EI;322;;;;3,04;DMMH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-EI;323;;;;3,19;HK + enkeltemner NMBU;C;3;;;D;B;;C;;;3;;Ikke relevant;;;;C;3;;3;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-EI;324;;;;;;B;4;;;C;B;;;;;3,5;;Ikke relevant;C;;;B;3,75;;3,666666667;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-EI;325;;;;4,05;OsloMet;B;4;;;;B;;B;;;4;B;Ikke relevant;B;;;B;4;;4;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-EI;326;;;;2,95;BI + enkeltemner NMBU;B;4;;;;C;;;;;3;;Ikke relevant;B;B;;B;4;;3,833333333;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-EI;327;;;;5;HK;B;4;;;A;C;A;;;;4,333333333;;Ikke relevant;A;;;A;5;;4,714285714;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-EI;328;;;;3,54;NTNU;D;2;;;;B;;;;;4;;Ikke relevant;B;;;B;4;;4;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-EI;329;;;;4,1;NTNU;C;3;;;;B;;;C;C;3,2;;Ikke relevant;B;;;B;4;;3,555555556;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-EI;330;;;;4;Madrid;B;4;;;;B;;;;;4;;Ikke relevant;B;;;B;4;;4;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-EI;331;;;;3,5;Nederland;B;4;;;;B;;C;;;3,333333333;B;Ikke relevant;B;;;B;4;;3,75;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-EI;332;;;;3,04;DMMH;B;4;;;0;C;;B;0;;3,666666667;;Ikke relevant;B;;;A;4,75;;4,285714286;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-EI;333;;;;3;UIO;B;4;;;0;B;;C;0;0;3,333333333;;Ikke relevant;B;;;B;4;;3,714285714;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;Snittkarakter masteroppgaver;3,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;Gjennomsnitt emner 3 semester;3,476666667;;;;;;Gjennomsnitt emner 1. semester;4,034210526;Gjennomsnitt emner før masteroppgave;3,781626984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M-ECON;;;;;;;;;;Semester;Høst 2024;Høst 2024;Høst 2024;Høst 2024;Høst 2024;Høst 2024;Høst 2024;Høst 2024;Høst 2024;Høst 2024;Høst 2024;Sum høst 2024;Vår 2024;Vår 2024;Vår 2024;Vår 2024;Vår 2024;Vår 2024;Vår 2024;Vår 2024;Vår 2024;Vår 2024;Vår 2024;Vår 2024;Vår 2024;Vår 2024;Vår 2024;Vår 2024;Sum vår 2024;Høst 2023;Høst 2023;Høst 2023;Høst 2023;Høst 2023;Høst 2023;Høst 2023;Høst 2023;Høst 2023;Høst 2023;Høst 2023;Sum høst 2023;;Snitt 90 stp frem til masteroppgave;Karaktergivende emner;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;Antallet studenter med vurdering i emnet;1;2;1;2;1;1;15;3;14;1;4;;1;1;1;5;7;15;1;1;2;7;17;2;2;3;4;2;;1;6;1;5;1;1;1;1;15;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;Studiepoeng emne;10;5;10;5;10;10;5;10;5;10;10;;10;10;5;5;10;5;10;5;10;10;10;10;10;10;10;5;;10;10;10;10;10;10;5;10;10;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;Emne;AOS325;BUS211;BUS322;BUS326;BUS340;ECN230;ECN303;ECN311;ECN320;ECN372;ECN380;;BUS215;BUS230;BUS238;BUS311;BUS323;BUS360;ECN201;ECN263;ECN271;ECN280;ECN301;ECN311;ECN350;ECN352;ECN375;ECN376;;BUS220;BUS322;BUS340;ECN201;ECN215;ECN230;ECN303;ECN304;ECN311;ECN320;ECN372;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Studieprogram;Studentnummer;Etternavn;Fornavn;Etternavn og fornavn;Opptakssnitt (snitt fra bachelorgrad) kjerne eller 180 stp;Studiested for bachelorgrad;Bokstavkarakter;Tallkarakter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-ECON;334;;;;;;C;3;;;;;;;;;;;;;;;;;;;;;C;;;0;D;;;;;;2,5;;D;D;F;;;C;;;C;;1,75;;2;8;;;;;;;;;;;;;;;;;;;;;;;;
M30-ECON;335;;;;;;B;4;;;;;;;;;E;;E;;;1;E;;;;D;C;;;;;F;E;;;;;1,222222222;;E;;;;;;;F;;;0,5;;1;9;;;;;;;;;;;;;;;;;;;;;;;;
M30-ECON;336;;;;2,88;Høgskulen i Vestlandet;A;5;;;;;;;;;D;E;;;C;2;;;;A;;B;;;B;;F;;;;C;;2,875;;;;E;D;;;D;F;C;B;1,909090909;;2,25;14;;;;;;;;;;;;;;;;;;;;;;;;
M30-ECON;337;;;;3,29;UiO;B;4;;;;;;;;;A;;A;;;5;;;;;A;A;;A;;;A;;;;;;5;;;;A;;;;;A;;;5;;5;8;;;;;;;;;;;;;;;;;;;;;;;;
M30-ECON;338;;;;3,44;NMBU;A;5;;;;;;;;;B;;B;;;4;;;;;;B;;;;;C;;B;B;;;3,714285714;;;;;;A;;;B;;;4,5;;4;8;;;;;;;;;;;;;;;;;;;;;;;;
M30-ECON;339;;;;;;A;5;;;;;;;;;;;;;B;4;;C;;A;;;;;;;;;;;;;3,666666667;;;;;;;;;;;A;5;;4,142857143;4;;;;;;;;;;;;;;;;;;;;;;;;
M30-ECON;340;;;;4,12;NMBU;B;4;;;;B;;;;;C;;C;;B;3,6;;;;A;;C;;;;;C;;;B;;A;3,857142857;;;;;;;;;A;;A;5;;4,0625;11;;;;;;;;;;;;;;;;;;;;;;;;
M30-ECON;341;;;;;;C;3;;;;;;;;;;;;;;;;;;;;;;;;;D;;;;;;2;;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;
M30-ECON;342;;;;;;B;4;;;;;;;;;B;;C;A;;4,25;;;;A;C;C;;;;C;A;;;;;;3,75;;;;;;;;;A;;;5;;4,071428571;9;;;;;;;;;;;;;;;;;;;;;;;;
M30-ECON;343;;;;3,11;UiO;B;4;;;B;C;;;;;C;;C;;;3,4;;;;;;C;;;B;;D;;;;;;3;;;;;;;;;E;;;1;;2,833333333;8;;;;;;;;;;;;;;;;;;;;;;;;
M30-ECON;344;;;;;;B;4;;;;;;;C;;C;;B;;;3,25;;;;;;C;;;;B;C;;;;A;;3,857142857;;;;;;;;;A;;B;4,5;;3,866666667;9;;;;;;;;;;;;;;;;;;;;;;;;
M30-ECON;345;;;;3,00;USA (Univ. of Minnesofa);C;3;;;;;;;;;C;C;B;;;3,25;;;;;;B;;;;C;C;E;;;C;;2,666666667;;;;E;;;;;F;;B;1,666666667;;2,473684211;11;;;;;;;;;;;;;;;;;;;;;;;;
M30-ECON;346;;;;;;A;5;;;;;;;;;C;;C;;;3;;;;;;B;;;;B;C;;;;B;;3,714285714;;;;A;;;;;C;;;4;;3,692307692;8;;;;;;;;;;;;;;;;;;;;;;;;
M30-ECON;347;;;;3,00;USA (New York);B;4;;;;;;B;;;C;;B;;;3,666666667;;;;;A;D;;;;D;B;;;;;;3,428571429;;C;;;;;;;B;;;3,5;;3,5;9;;;;;;;;;;;;;;;;;;;;;;;;
M30-ECON;348;;;;3,86;UiA;B;4;;;;;;;;B;B;;F;;;3;;;;;C;B;;;;;C;;;;;;3,2;;B;;;;;;;C;;;3,5;;3,230769231;8;;;;;;;;;;;;;;;;;;;;;;;;
M30-ECON;349;;;;;;B;4;;;;;;;;;D;;C;;;2,5;;;0;A;;D;;;;;B;;;C;;;3,5;D;;;;;;;;D;;;2;;2,833333333;9;;;;;;;;;;;;;;;;;;;;;;;;
M30-ECON;350;;;;;;A;5;;;;;A;;;;C;C;C;;;3,666666667;;;;;C;D;;;;;C;;B;;;;3,142857143;;D;;;;;;;D;;;2;;3,058823529;10;;;;;;;;;;;;;;;;;;;;;;;;
M30-ECON;351;;;;3,00;Sverige;A;5;;;;;;A;;;B;;B;;;4,333333333;;;;;A;B;;;;B;A;;;;;;4,571428571;;B;;;;;;;B;;;4;;4,357142857;9;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;Snittkarakter masteroppgaver;4,166666667;;;;;;;;;;;;;Gjennomsnitt emner 3 semester;3,369791667;;;;;;;;;;;;;;;;Gjennomsnitt emner 2 semester;3,314792769;;;;;;;;;;;Gjennomsnitt emner 1. semester;3,225044563;;3,24293592;Snitt emner før masteroppgave;;;;;;;;;;;;;;;;;;;;;;;;
